Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Overhead Press (Barbell)",1,85.0,3,0,0,"","",
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Overhead Press (Barbell)",2,95.0,3,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Overhead Press (Barbell)",3,105.0,6,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Overhead Press (Dumbbell)",1,90.0,9,0,0,"",,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Overhead Press (Dumbbell)",2,90.0,7,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Overhead Press (Dumbbell)",3,90.0,7,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Triceps Dip",1,65.0,12,0,0,"",,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Triceps Dip",2,70.0,12,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Triceps Dip",3,70.0,12,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Bicep Curl (Dumbbell)",1,60.0,10,0,0,"",,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Bicep Curl (Dumbbell)",2,60.0,10,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Bicep Curl (Dumbbell)",3,60.0,10,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Bicep Curl (Dumbbell)",4,60.0,10,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Triceps Extension",1,35.0,10,0,0,"",,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Triceps Extension",2,35.0,9,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Triceps Extension",3,35.0,9,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Bicep Curl (Machine)",1,60.0,8,0,0,"",,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Bicep Curl (Machine)",2,60.0,7,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Bicep Curl (Machine)",3,60.0,7,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Tricep Pushdown",1,79.99999999999999,12,0,0,"",,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Tricep Pushdown",2,85.0,8,0,0,,,
2016-08-03 23:47:09,"Shoulders/Arms",2m,"Tricep Pushdown",3,85.0,8,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Chin Up",1,54.99999999999999,5,0,0,"","",
2016-12-27 23:30:27,"Back",14m,"Chin Up",2,35.0,6,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Chin Up",3,20.0,8,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Pull Up",1,27.499999999999996,8,0,0,"",,
2016-12-27 23:30:27,"Back",14m,"Pull Up",2,27.499999999999996,8,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Pull Up",3,27.499999999999996,8,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Shrug (Barbell)",1,175.0,10,0,0,"",,
2016-12-27 23:30:27,"Back",14m,"Shrug (Barbell)",2,175.0,10,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Shrug (Barbell)",3,175.0,10,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Deadlift (Barbell)",1,265.0,3,0,0,"",,
2016-12-27 23:30:27,"Back",14m,"Deadlift (Barbell)",2,225.0,5,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Deadlift (Barbell)",3,225.0,5,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Seated Row (Cable)",1,190.0,8,0,0,"",,
2016-12-27 23:30:27,"Back",14m,"Seated Row (Cable)",2,190.0,7,0,0,,,
2016-12-27 23:30:27,"Back",14m,"Seated Row (Cable)",3,190.0,7,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Incline Bench Press (Barbell)",1,149.99999999999997,4,0,0,"","",
2016-12-29 23:09:58,"Chest Tris",2m,"Incline Bench Press (Barbell)",2,135.0,5,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Incline Bench Press (Barbell)",3,114.99999999999999,10,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Close Grip Incline Press",1,120.0,8,0,0,"",,
2016-12-29 23:09:58,"Chest Tris",2m,"Close Grip Incline Press",2,120.0,7,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Close Grip Incline Press",3,120.0,7,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Incline Dumbbell Press ",1,110.00000000000003,10,0,0,"",,
2016-12-29 23:09:58,"Chest Tris",2m,"Incline Dumbbell Press ",2,110.00000000000003,8,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Triceps Extension",1,50.0,11,0,0,"",,
2016-12-29 23:09:58,"Chest Tris",2m,"Triceps Extension",2,50.0,10,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Triceps Extension",3,50.0,10,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Triceps Extension",4,50.0,9,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Tricep Pushdown",1,45.0,10,0,0,"",,
2016-12-29 23:09:58,"Chest Tris",2m,"Tricep Pushdown",2,45.0,10,0,0,,,
2016-12-29 23:09:58,"Chest Tris",2m,"Tricep Pushdown",3,45.0,10,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Chin Up",1,57.49999999999999,4,0,0,"","",
2016-12-31 15:30:53,"Back",4m,"Chin Up",2,57.49999999999999,4,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Chin Up",3,25.0,8,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Chin Up",4,37.49999999999999,6,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Pull Up",1,30.0,8,0,0,"",,
2016-12-31 15:30:53,"Back",4m,"Pull Up",2,30.0,7,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Pull Up",3,30.0,7,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Seated Row (Cable)",1,190.0,8,0,0,"",,
2016-12-31 15:30:53,"Back",4m,"Seated Row (Cable)",2,190.0,7,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Seated Row (Cable)",3,190.0,7,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Deadlift High Pull (Barbell)",1,110.00000000000003,6,0,0,"",,
2016-12-31 15:30:53,"Back",4m,"Deadlift High Pull (Barbell)",2,110.00000000000003,6,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Deadlift High Pull (Barbell)",3,110.00000000000003,6,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Deadlift High Pull (Barbell)",4,110.00000000000003,6,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Strict Military Press (Barbell)",1,110.00000000000003,4,0,0,"",,
2016-12-31 15:30:53,"Back",4m,"Strict Military Press (Barbell)",2,110.00000000000003,5,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Strict Military Press (Barbell)",3,100.0,4,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Strict Military Press (Barbell)",4,90.0,7,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Behind-the-Neck Press",1,85.0,8,0,0,"",,
2016-12-31 15:30:53,"Back",4m,"Behind-the-Neck Press",2,85.0,8,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Behind-the-Neck Press",3,85.0,7,0,0,,,
2016-12-31 15:30:53,"Back",4m,"Behind-the-Neck Press",4,85.0,7,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Overhead Press (Barbell)",1,135.0,4,0,0,"","",
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Overhead Press (Barbell)",2,135.0,3,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Overhead Press (Barbell)",3,135.0,3,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Overhead Press (Barbell)",4,135.0,2,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Overhead Press (Barbell)",5,95.0,8,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Arnold Press (Dumbbell)",1,100.0,8,0,0,"",,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Arnold Press (Dumbbell)",2,100.0,7,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Arnold Press (Dumbbell)",3,100.0,7,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Hammer-Grip Pull Up",1,90.0,4,0,0,"",,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Hammer-Grip Pull Up",2,90.0,3,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Hammer-Grip Pull Up",3,90.0,3,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Hammer-Grip Pull Up",4,90.0,3,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Hammer-Grip Pull Up",5,45.0,8,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Lateral Raise (Dumbbell)",1,20.0,15,0,0,"",,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Lateral Raise (Dumbbell)",2,20.0,15,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Lateral Raise (Dumbbell)",3,20.0,15,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Lateral Raise (Dumbbell)",4,20.0,15,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Lat Pulldown (Cable)",1,120.0,12,0,0,"",,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Lat Pulldown (Cable)",2,140.0,12,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Lat Pulldown (Cable)",3,140.0,10,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Lat Pulldown (Cable)",4,140.0,10,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Lat Pulldown (Cable)",5,100.0,5,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Seated Row (Cable, One-Arm)",1,70.0,12,0,0,"",,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Seated Row (Cable, One-Arm)",2,85.0,10,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Seated Row (Cable, One-Arm)",3,85.0,11,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Seated Row (Cable, One-Arm)",4,85.0,10,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Crunch (Machine)",1,110.0,10,0,0,"",,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Crunch (Machine)",2,110.0,10,0,0,,,
2019-12-31 18:22:10,"Shoulders/Back - WARMS Heavy",1h 16m,"Crunch (Machine)",3,110.0,12,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Incline Bench Press (Dumbbell)",1,80.0,8,0,0,"","",
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Incline Bench Press (Dumbbell)",2,80.0,6,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Incline Bench Press (Dumbbell)",3,80.0,6,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Incline Bench Press (Dumbbell)",4,80.0,4,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Bench Press - Close Grip (Barbell)",1,135.0,10,0,0,"",,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Bench Press - Close Grip (Barbell)",2,135.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Bench Press - Close Grip (Barbell)",3,135.0,8,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Bench Press - Close Grip (Barbell)",4,135.0,8,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Hammer Curl (Dumbbell)",1,40.0,15,0,0,"",,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Hammer Curl (Dumbbell)",2,45.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Hammer Curl (Dumbbell)",3,45.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Hammer Curl (Dumbbell)",4,45.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Hammer Curl (Dumbbell)",5,25.0,20,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Hammer Curl (Dumbbell)",6,25.0,20,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Hammer Curl (Dumbbell)",7,25.0,20,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Hammer Curl (Dumbbell)",8,25.0,20,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Reverse Curl (Barbell)",1,70.0,10,0,0,"",,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Reverse Curl (Barbell)",2,70.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Reverse Curl (Barbell)",3,60.0,15,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Reverse Curl (Barbell)",4,60.0,15,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Lateral Raise (Dumbbell)",1,22.5,10,0,0,"",,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Lateral Raise (Dumbbell)",2,22.5,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Lateral Raise (Dumbbell)",3,22.5,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Lateral Raise (Dumbbell)",4,22.5,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Incline Lying Triceps Extension ",1,60.0,12,0,0,"",,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Incline Lying Triceps Extension ",2,60.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Incline Lying Triceps Extension ",3,60.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Incline Lying Triceps Extension ",4,60.0,9,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Triceps Extension (Dumbbell)",1,60.0,10,0,0,"",,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Triceps Extension (Dumbbell)",2,60.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Triceps Extension (Dumbbell)",3,60.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Triceps Extension (Dumbbell)",4,60.0,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Bicep Curl (Barbell)",1,70.0,12,0,0,"",,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Bicep Curl (Barbell)",2,70.0,12,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Bicep Curl (Barbell)",3,70.0,9,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Bicep Curl (Barbell)",4,70.0,8,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Bicep Curl (Barbell)",5,50.0,8,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Triceps Pushdown (Cable - Straight Bar)",1,57.5,12,0,0,"",,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Triceps Pushdown (Cable - Straight Bar)",2,57.5,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Triceps Pushdown (Cable - Straight Bar)",3,57.5,10,0,0,,,
2020-01-01 19:07:36,"Chest/Arms - WARMS Volume",56m,"Triceps Pushdown (Cable - Straight Bar)",4,57.5,10,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Overhead Press (Barbell)",1,115.0,8,0,0,"","",
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Overhead Press (Barbell)",2,115.0,6,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Overhead Press (Barbell)",3,115.0,6,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Overhead Press (Barbell)",4,115.0,6,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Overhead Press (Barbell)",5,95.0,7,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Arnold Press (Dumbbell)",1,100.0,7,0,0,"",,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Arnold Press (Dumbbell)",2,100.0,7,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Arnold Press (Dumbbell)",3,100.0,7,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Arnold Press (Dumbbell)",4,100.0,7,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Hammer-Grip Pull Up",1,70.0,6,0,0,"",,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Hammer-Grip Pull Up",2,70.0,6,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Hammer-Grip Pull Up",3,70.0,5,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Hammer-Grip Pull Up",4,70.0,6,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Hammer-Grip Pull Up",5,45.0,7,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Lateral Raise (Dumbbell)",1,20.0,16,0,0,"",,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Lateral Raise (Dumbbell)",2,20.0,16,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Lateral Raise (Dumbbell)",3,20.0,16,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Lateral Raise (Dumbbell)",4,20.0,16,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Lat Pulldown (Cable)",1,140.0,12,0,0,"",,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Lat Pulldown (Cable)",2,140.0,11,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Lat Pulldown (Cable)",3,140.0,10,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Lat Pulldown (Cable)",4,140.0,12,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Bent Over Row - Underhand (Barbell)",1,155.0,12,0,0,"",,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Bent Over Row - Underhand (Barbell)",2,155.0,20,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Bent Over Row - Underhand (Barbell)",3,175.0,10,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Bent Over Row - Underhand (Barbell)",4,175.0,13,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Front Crunch",1,155.0,12,0,0,"",,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Front Crunch",2,155.0,10,0,0,,,
2020-01-06 14:33:06,"Shoulders/Back - WARMS Volume",1h 14m,"Front Crunch",3,155.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Bench Press (Barbell)",1,195.0,5,0,0,"","",
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Bench Press (Barbell)",2,195.0,5,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Bench Press (Barbell)",3,195.0,5,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Bench Press (Barbell)",4,195.0,5,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Incline Bench Press (Barbell)",1,135.0,10,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Incline Bench Press (Barbell)",2,135.0,12,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Incline Bench Press (Barbell)",3,135.0,9,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Hammer Curl (Dumbbell)",1,45.0,12,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Hammer Curl (Dumbbell)",2,45.0,12,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Hammer Curl (Dumbbell)",3,45.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Hammer Curl (Dumbbell)",4,45.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Hammer Curl (Dumbbell)",5,27.5,18,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Hammer Curl (Dumbbell)",6,27.5,15,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Hammer Curl (Dumbbell)",7,27.5,15,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Hammer Curl (Dumbbell)",8,27.5,17,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Reverse Curl (Barbell)",1,70.0,10,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Reverse Curl (Barbell)",2,70.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Reverse Curl (Barbell)",3,70.0,13,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Reverse Curl (Barbell)",4,70.0,11,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Lateral Raise (Dumbbell)",1,22.5,12,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Lateral Raise (Dumbbell)",2,22.5,12,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Lateral Raise (Dumbbell)",3,22.5,12,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Lateral Raise (Dumbbell)",4,22.5,12,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Lateral Raise (Dumbbell)",5,22.5,15,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Preacher Curl (Machine)",1,55.0,11,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Preacher Curl (Machine)",2,55.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Preacher Curl (Machine)",3,55.0,7,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Preacher Curl (Machine)",4,55.0,9,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Seated Dip",1,120.0,12,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Seated Dip",2,140.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Seated Dip",3,140.0,12,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Seated Dip",4,140.0,12,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Triceps Extension (Dumbbell)",1,60.0,10,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Triceps Extension (Dumbbell)",2,60.0,11,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Triceps Extension (Dumbbell)",3,60.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Triceps Extension (Dumbbell)",4,60.0,11,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Incline Lying Triceps Extension ",1,70.0,9,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Incline Lying Triceps Extension ",2,70.0,9,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Incline Lying Triceps Extension ",3,70.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Incline Lying Triceps Extension ",4,70.0,8,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Cable Kickback",1,15.0,14,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Cable Kickback",2,15.0,12,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Bicep Curl (Barbell)",1,60.0,15,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Seated Leg Raise (Ball)",1,40.0,10,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Seated Leg Raise (Ball)",2,40.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Seated Leg Raise (Ball)",3,40.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Seated Leg Raise (Ball)",4,40.0,10,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Face Pull (Cable)",1,35.0,12,0,0,"",,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Face Pull (Cable)",2,35.0,15,0,0,,,
2020-01-07 12:08:14,"Chest/Arms - WARMS 2",1h 42m,"Face Pull (Cable)",3,35.0,15,0,0,,,
2020-01-09 12:02:14,"Shoulders/Back - WARMS Heavy",1h 48m,"Overhead Press (Barbell)",1,135.0,3,0,0,"","",
2020-01-09 12:02:14,"Shoulders/Back - WARMS Heavy",1h 48m,"Overhead Press (Barbell)",2,135.0,3,0,0,,,
2020-01-09 12:02:14,"Shoulders/Back - WARMS Heavy",1h 48m,"Overhead Press (Barbell)",3,135.0,3,0,0,,,
2020-01-09 12:02:14,"Shoulders/Back - WARMS Heavy",1h 48m,"Overhead Press (Barbell)",4,135.0,2,0,0,,,
